user_id,merchant,amount,timestamp,hour,day_of_week,is_weekend
78,Zomato,989.14,1711175400,12,5,1
2,Myntra,3097.58,1711528200,14,2,0
73,Zomato,717.36,1709746200,23,2,0
71,Flipkart,2191.54,1707391800,17,3,0
49,Amazon,5490.24,1711089000,12,4,0
154,Flipkart,760.92,1705743000,15,5,1
67,Myntra,3621.07,1708515000,17,2,0
147,Myntra,2938.66,1708673400,13,4,0
172,Myntra,3520.38,1706164200,12,3,0
143,Swiggy,653.02,1707985800,14,3,0
47,Flipkart,4513.3,1706074200,11,2,0
58,Myntra,1359.16,1711636200,20,3,0
31,Swiggy,343.65,1707463800,13,4,0
159,Myntra,3040.85,1709249400,5,4,0
106,Amazon,1372.71,1704875400,14,2,0
88,Amazon,10269.31,1704637800,20,6,1
47,Swiggy,853.23,1708623000,23,3,0
163,Myntra,1291.39,1704961800,14,3,0
126,Amazon,6250.56,1704652200,0,0,0
110,Flipkart,2821.79,1705026600,8,4,0
83,Amazon,2548.38,1709368200,14,5,1
64,Myntra,3288.78,1709868600,9,4,0
43,Flipkart,985.32,1706527800,17,0,0
187,Amazon,2725.74,1704807000,19,1,0
126,Flipkart,5407.24,1709807400,16,3,0
104,Amazon,7300.41,1708000200,18,3,0
44,Myntra,996.88,1704256200,10,2,0
164,Myntra,505.46,1705386600,12,1,0
6,Myntra,3154.89,1706877000,18,4,0
141,Myntra,2776.23,1704630600,18,6,1
170,Amazon,5685.03,1706862600,14,4,0
36,Flipkart,4835.01,1705145400,17,5,1
28,Amazon,5908.92,1708695000,19,4,0
134,Amazon,2489.03,1709526600,10,0,0
177,Flipkart,1109.3,1706250600,12,4,0
29,Amazon,7149.29,1709364600,13,5,1
26,Amazon,1095.66,1710415800,17,3,0
68,Flipkart,5864.67,1706869800,16,4,0
174,Swiggy,746.5,1709163000,5,3,0
12,Amazon,8904.38,1707553800,14,5,1
160,Myntra,1150.81,1704202200,19,1,0
47,Amazon,8628.52,1707060600,21,6,1
108,Zomato,280.44,1705303800,13,0,0
186,Amazon,1962.76,1711294200,21,6,1
146,Swiggy,266.11,1704731400,22,0,0
157,Myntra,3953.77,1711524600,13,2,0
125,Swiggy,667.39,1704375000,19,3,0
168,Flipkart,624.9,1705329000,20,0,0
58,Zomato,696.36,1707507000,1,5,1
159,Flipkart,4142.84,1711463400,20,1,0
39,Swiggy,557.51,1705134600,14,5,1
41,Myntra,392.23,1710253800,20,1,0
62,Swiggy,766.97,1709645400,19,1,0
165,Amazon,2196.66,1707755400,22,0,0
128,Flipkart,3792.92,1708245000,14,6,1
5,Zomato,657.22,1709015400,12,1,0
159,Amazon,6021.83,1705221000,14,6,1
172,Flipkart,1400.36,1711085400,11,4,0
144,Flipkart,618.69,1709134200,21,2,0
116,Myntra,2125.4,1710930600,16,2,0
75,Myntra,366.63,1705282200,7,0,0
43,Myntra,666.53,1710145800,14,0,0
49,Myntra,3772.93,1709519400,8,0,0
49,Flipkart,2947.93,1705419000,21,1,0
198,Flipkart,5616.59,1707787800,7,1,0
128,Flipkart,3117.09,1709019000,13,1,0
131,Amazon,7545.22,1704101400,15,0,0
27,Amazon,6565.61,1706009400,17,1,0
156,Myntra,1918.75,1708342200,17,0,0
76,Amazon,7691.63,1711715400,18,4,0
180,Amazon,5064.23,1709040600,19,1,0
162,Myntra,4664.14,1710163800,19,0,0
182,Swiggy,387.8,1706419800,11,6,1
164,Amazon,5978.12,1711297800,22,6,1
182,Zomato,632.92,1707654600,18,6,1
109,Swiggy,437.6,1708687800,17,4,0
193,Amazon,1573.91,1704184200,14,1,0
16,Swiggy,276.64,1705858200,23,6,1
158,Amazon,4524.15,1711715400,18,4,0
144,Swiggy,675.15,1711542600,18,2,0
98,Myntra,4057.27,1708317000,10,0,0
142,Myntra,3623.52,1708327800,13,0,0
58,Flipkart,4996.49,1704569400,1,6,1
140,Myntra,3774.38,1711107000,17,4,0
20,Myntra,1154.23,1710732600,9,0,0
11,Myntra,994.3,1706113800,22,2,0
120,Flipkart,1560.33,1708756200,12,5,1
199,Zomato,766.53,1705707000,5,5,1
182,Myntra,2614.27,1711017000,16,3,0
130,Zomato,674.64,1707557400,15,5,1
85,Swiggy,265.3,1705825800,14,6,1
136,Amazon,6178.99,1707719400,12,0,0
115,Swiggy,861.97,1709314200,23,4,0
11,Myntra,3261.32,1706711400,20,2,0
186,Flipkart,4867.52,1711636200,20,3,0
132,Flipkart,4716.99,1707168600,3,1,0
25,Amazon,7258.33,1709710200,13,2,0
161,Myntra,2908.93,1705941000,22,0,0
53,Myntra,1343.09,1704774600,10,1,0
112,Zomato,826.66,1709994600,20,5,1
10,Amazon,7401.78,1711204200,20,5,1
19,Amazon,2401.12,1705019400,6,4,0
81,Zomato,407.2,1710423000,19,3,0
185,Amazon,559.63,1704267000,13,2,0
129,Myntra,636.61,1710894600,6,2,0
73,Swiggy,663.29,1705213800,12,6,1
192,Swiggy,189.59,1708929000,12,0,0
163,Swiggy,371.05,1708435800,19,1,0
3,Swiggy,825.99,1705642200,11,4,0
147,Amazon,759.75,1710167400,20,0,0
186,Swiggy,273.64,1710664200,14,6,1
37,Zomato,868.25,1707885000,10,2,0
146,Swiggy,453.4,1705811400,10,6,1
119,Zomato,1213.54,1704637800,20,6,1
125,Flipkart,926.76,1711189800,16,5,1
73,Myntra,1525.38,1707719400,12,0,0
178,Amazon,4109.28,1710894600,6,2,0
110,Flipkart,4968.56,1710473400,9,4,0
93,Amazon,2158.02,1705861800,0,0,0
115,Flipkart,2982.33,1705577400,17,3,0
72,Flipkart,907.73,1708000200,18,3,0
161,Amazon,5985.2,1705588200,20,3,0
149,Swiggy,640.27,1704889800,18,2,0
67,Amazon,707.58,1708518600,18,2,0
198,Swiggy,772.05,1710084600,21,6,1
131,Flipkart,3857.51,1710595800,19,5,1
158,Flipkart,4129.61,1705044600,13,4,0
46,Flipkart,2769.47,1711596600,9,3,0
92,Myntra,4846.5,1710343800,21,2,0
95,Myntra,801.17,1704519000,11,5,1
117,Amazon,7271.71,1706571000,5,1,0
134,Swiggy,311.88,1704497400,5,5,1
168,Swiggy,291.45,1711114200,19,4,0
133,Swiggy,890.0,1708241400,13,6,1
125,Zomato,476.7,1706855400,12,4,0
113,Amazon,9324.21,1709393400,21,5,1
155,Flipkart,1917.77,1705897800,10,0,0
30,Flipkart,2205.98,1705404600,17,1,0
63,Myntra,4005.61,1709382600,18,5,1
132,Swiggy,254.77,1704511800,9,5,1
104,Amazon,2283.42,1704555000,21,5,1
187,Swiggy,907.29,1710693000,22,6,1
124,Zomato,268.17,1711373400,19,0,0
150,Flipkart,1078.43,1705897800,10,0,0
153,Flipkart,1211.5,1706092200,16,2,0
5,Myntra,1172.01,1710552600,7,5,1
46,Zomato,694.82,1706257800,14,4,0
137,Flipkart,5242.72,1709303400,20,4,0
1,Amazon,5496.25,1709641800,18,1,0
12,Flipkart,2375.19,1711539000,17,2,0
151,Flipkart,6341.16,1711791000,15,5,1
197,Myntra,1964.71,1711794600,16,5,1
2,Amazon,4950.03,1706625000,20,1,0
168,Amazon,543.48,1704101400,15,0,0
65,Flipkart,3096.18,1706358600,18,5,1
71,Myntra,2741.17,1706970600,20,5,1
144,Amazon,4611.44,1711611000,13,3,0
199,Zomato,572.14,1710232200,14,1,0
180,Swiggy,577.78,1708432200,18,1,0
141,Swiggy,801.64,1705804200,8,6,1
24,Myntra,1144.41,1710847800,17,1,0
68,Myntra,804.31,1705653000,14,4,0
168,Myntra,3778.55,1706509800,12,0,0
199,Zomato,171.76,1709789400,11,3,0
74,Flipkart,1399.89,1706005800,16,1,0
60,Flipkart,3164.9,1706135400,4,3,0
71,Amazon,2323.69,1710819000,9,1,0
133,Flipkart,3640.71,1708497000,12,2,0
150,Amazon,1156.01,1704198600,18,1,0
50,Swiggy,388.98,1707892200,12,2,0
19,Flipkart,1768.51,1709134200,21,2,0
66,Zomato,765.28,1709616600,11,1,0
198,Swiggy,839.9,1709994600,20,5,1
118,Zomato,480.52,1706790600,18,3,0
57,Myntra,1966.8,1710599400,20,5,1
91,Swiggy,477.34,1711539000,17,2,0
192,Myntra,1599.7,1709803800,15,3,0
91,Zomato,556.49,1707784200,6,1,0
128,Flipkart,7361.8,1706455800,21,6,1
59,Amazon,2390.38,1706243400,10,4,0
21,Swiggy,385.99,1706275800,19,4,0
139,Flipkart,312.9,1711553400,21,2,0
148,Myntra,2461.55,1704551400,20,5,1
72,Zomato,775.39,1707121800,14,0,0
139,Flipkart,626.02,1708403400,10,1,0
45,Flipkart,4157.8,1704443400,14,4,0
54,Myntra,2513.45,1709137800,22,2,0
67,Flipkart,4911.92,1708252200,16,6,1
128,Amazon,3998.91,1706088600,15,2,0
103,Swiggy,469.06,1708752600,11,5,1
185,Flipkart,5845.95,1707118200,13,0,0
51,Swiggy,832.01,1707053400,19,6,1
35,Myntra,2627.96,1705671000,19,4,0
77,Myntra,4015.73,1711009800,14,3,0
66,Flipkart,2564.47,1706866200,15,4,0
67,Amazon,6068.07,1709299800,19,4,0
90,Flipkart,4888.37,1708065000,12,4,0
167,Amazon,4861.97,1711557000,22,2,0
189,Zomato,504.73,1709958600,10,5,1
162,Flipkart,1881.97,1709044200,20,1,0
104,Myntra,4610.72,1705674600,20,4,0
168,Flipkart,2119.32,1704850200,7,2,0
93,Myntra,2285.42,1707305400,17,2,0
6,Myntra,1430.75,1710581400,15,5,1
43,Myntra,4719.78,1705494600,18,2,0
141,Amazon,7070.73,1708392600,7,1,0
40,Myntra,5119.08,1704576600,3,6,1
64,Swiggy,370.58,1704972600,17,3,0
92,Amazon,4456.97,1707204600,13,1,0
70,Myntra,5734.56,1707661800,20,6,1
162,Zomato,703.08,1710142200,13,0,0
137,Flipkart,4007.28,1711117800,20,4,0
106,Flipkart,1630.91,1707489000,20,4,0
195,Amazon,5751.38,1706934600,10,5,1
123,Flipkart,454.35,1705559400,12,3,0
60,Flipkart,1912.68,1707334200,1,3,0
184,Amazon,7081.23,1704101400,15,0,0
109,Myntra,2077.74,1711182600,14,5,1
73,Myntra,4612.67,1710995400,10,3,0
18,Zomato,517.72,1711287000,19,6,1
126,Amazon,3840.83,1706063400,8,2,0
6,Amazon,7795.57,1706164200,12,3,0
24,Amazon,1431.85,1706113800,22,2,0
128,Flipkart,3489.03,1705692600,1,5,1
15,Zomato,575.19,1708162200,15,5,1
50,Amazon,5105.02,1707053400,19,6,1
198,Swiggy,233.58,1706880600,19,4,0
189,Zomato,261.79,1708921800,10,0,0
83,Zomato,630.04,1705138200,15,5,1
134,Amazon,9747.43,1705836600,17,6,1
56,Myntra,1390.04,1705383000,11,1,0
71,Flipkart,321.08,1705293000,10,0,0
122,Myntra,525.52,1710469800,8,4,0
41,Flipkart,832.85,1711708200,16,4,0
16,Myntra,4751.93,1709515800,7,0,0
33,Myntra,4039.41,1707993000,16,3,0
113,Zomato,964.49,1709443800,11,6,1
65,Flipkart,4338.68,1706128200,2,3,0
48,Myntra,2243.58,1704533400,15,5,1
154,Swiggy,386.12,1710055800,13,6,1
117,Flipkart,2887.87,1710127800,9,0,0
5,Flipkart,4425.25,1704112200,18,0,0
138,Myntra,1485.14,1710941400,19,2,0
40,Myntra,3850.32,1708313400,9,0,0
12,Flipkart,2195.87,1710826200,11,1,0
50,Amazon,1344.61,1705462200,9,2,0
152,Swiggy,444.4,1705098600,4,5,1
4,Amazon,5888.27,1706830200,5,4,0
93,Zomato,933.83,1706355000,17,5,1
182,Swiggy,698.55,1710246600,18,1,0
56,Amazon,843.37,1704720600,19,0,0
49,Myntra,2863.85,1709775000,7,3,0
107,Amazon,5225.87,1706171400,14,3,0
180,Swiggy,835.06,1705239000,19,6,1
169,Amazon,6387.09,1711438200,13,1,0
81,Swiggy,964.53,1705829400,15,6,1
186,Flipkart,2423.52,1710178200,23,0,0
197,Swiggy,311.13,1707651000,17,6,1
186,Amazon,7664.8,1710171000,21,0,0
78,Flipkart,3266.66,1704472200,22,4,0
177,Amazon,7009.93,1704087000,11,0,0
147,Flipkart,3565.44,1707143400,20,0,0
64,Myntra,1409.89,1705717800,8,5,1
146,Flipkart,3656.29,1706592600,11,1,0
177,Swiggy,905.42,1706448600,19,6,1
77,Zomato,851.99,1711794600,16,5,1
90,Flipkart,827.91,1704457800,18,4,0
59,Zomato,1070.63,1708849800,14,6,1
135,Zomato,796.3,1711290600,20,6,1
179,Swiggy,448.76,1704526200,13,5,1
148,Myntra,5070.11,1706499000,9,0,0
38,Flipkart,4767.17,1709602200,7,1,0
103,Flipkart,4511.05,1705473000,12,2,0
124,Myntra,3893.72,1709623800,13,1,0
135,Flipkart,3398.22,1710217800,10,1,0
176,Amazon,3661.44,1706761800,10,3,0
153,Myntra,2322.82,1710379800,7,3,0
158,Flipkart,7743.98,1711229400,3,6,1
40,Flipkart,5575.89,1708943400,16,0,0
38,Amazon,7692.69,1704940200,8,3,0
54,Myntra,901.68,1707161400,1,1,0
141,Swiggy,828.62,1709962200,11,5,1
170,Zomato,844.24,1709379000,17,5,1
179,Amazon,2587.76,1709854200,5,4,0
170,Flipkart,5754.65,1710912600,11,2,0
167,Amazon,2723.58,1711348200,12,0,0
153,Flipkart,5901.97,1708317000,10,0,0
144,Amazon,10100.06,1709951400,8,5,1
5,Zomato,296.28,1704238200,5,2,0
129,Flipkart,2028.48,1707910200,17,2,0
8,Myntra,4512.83,1707139800,19,0,0
101,Amazon,3005.04,1710257400,21,1,0
176,Myntra,2750.92,1711333800,8,0,0
80,Flipkart,2639.54,1706599800,13,1,0
52,Flipkart,1518.74,1710743400,12,0,0
35,Myntra,2857.25,1705555800,11,3,0
82,Zomato,425.55,1708882200,23,6,1
82,Zomato,193.21,1704792600,15,1,0
114,Myntra,4404.47,1705667400,18,4,0
28,Amazon,6369.78,1711121400,21,4,0
60,Myntra,3208.28,1705462200,9,2,0
177,Swiggy,553.29,1710653400,11,6,1
100,Zomato,625.27,1709350200,9,5,1
105,Amazon,2791.74,1709458200,15,6,1
53,Zomato,300.95,1704209400,21,1,0
158,Zomato,449.82,1704771000,9,1,0
156,Zomato,981.0,1709469000,18,6,1
147,Myntra,6171.66,1708259400,18,6,1
117,Swiggy,808.9,1710671400,16,6,1
189,Flipkart,4367.52,1704551400,20,5,1
102,Swiggy,761.87,1704537000,16,5,1
76,Amazon,1761.29,1707395400,18,3,0
24,Myntra,4486.72,1710858600,20,1,0
179,Myntra,4730.43,1709605800,8,1,0
183,Myntra,3223.2,1710041400,9,6,1
167,Amazon,2990.8,1706279400,20,4,0
135,Amazon,1673.72,1705840200,18,6,1
41,Zomato,623.89,1708345800,18,0,0
39,Amazon,2223.02,1708252200,16,6,1
108,Amazon,7665.16,1705847400,20,6,1
34,Myntra,2435.27,1707456600,11,4,0
128,Myntra,438.32,1706207400,0,4,0
122,Amazon,7125.34,1709544600,15,0,0
63,Amazon,5067.24,1709105400,13,2,0
15,Myntra,4180.97,1710135000,11,0,0
148,Amazon,948.67,1711265400,13,6,1
173,Zomato,159.61,1710739800,11,0,0
144,Myntra,3152.48,1707215400,16,1,0
83,Myntra,2140.24,1706027400,22,1,0
141,Zomato,949.96,1708183800,21,5,1
135,Amazon,5700.3,1704778200,11,1,0
187,Swiggy,334.47,1706358600,18,5,1
181,Amazon,5860.88,1711013400,15,3,0
148,Swiggy,264.88,1707204600,13,1,0
127,Amazon,4649.62,1710916200,12,2,0
50,Amazon,2669.93,1706106600,20,2,0
158,Flipkart,4838.7,1704076200,8,0,0
164,Flipkart,3460.39,1708673400,13,4,0
130,Flipkart,2466.02,1706383800,1,6,1
88,Amazon,5602.24,1710138600,12,0,0
87,Myntra,554.12,1708432200,18,1,0
35,Flipkart,542.67,1711528200,14,2,0
106,Myntra,5732.87,1709353800,10,5,1
81,Amazon,5903.34,1704720600,19,0,0
91,Amazon,5673.24,1710235800,15,1,0
97,Amazon,634.2,1704817800,22,1,0
193,Amazon,5052.23,1711013400,15,3,0
106,Flipkart,503.3,1707478200,17,4,0
78,Amazon,3922.54,1705048200,14,4,0
24,Myntra,3967.21,1705977000,8,1,0
124,Myntra,4588.64,1708936200,14,0,0
26,Flipkart,4723.6,1709875800,11,4,0
134,Amazon,5857.77,1709811000,17,3,0
153,Zomato,685.26,1705257000,0,0,0
6,Swiggy,225.42,1705041000,12,4,0
52,Myntra,1282.99,1710419400,18,3,0
41,Flipkart,4685.92,1706160600,11,3,0
27,Zomato,534.62,1707100200,8,0,0
147,Swiggy,497.7,1706351400,16,5,1
139,Flipkart,5354.3,1706758200,9,3,0
23,Amazon,7321.43,1708903800,5,0,0
162,Swiggy,961.83,1708763400,14,5,1
172,Myntra,1869.71,1711711800,17,4,0
146,Zomato,864.78,1709947800,7,5,1
165,Swiggy,639.39,1705455000,7,2,0
158,Zomato,282.52,1709195400,14,3,0
84,Myntra,4646.88,1706974200,21,5,1
123,Amazon,1270.71,1709109000,14,2,0
104,Amazon,3061.51,1709213400,19,3,0
137,Swiggy,834.56,1705217400,13,6,1
99,Flipkart,3710.06,1709191800,13,3,0
112,Swiggy,494.07,1704781800,12,1,0
183,Flipkart,1635.57,1710333000,18,2,0
84,Amazon,4953.39,1710423000,19,3,0
176,Flipkart,1999.76,1710207000,7,1,0
170,Myntra,3493.34,1710682200,19,6,1
1,Swiggy,785.08,1704677400,7,0,0
158,Flipkart,1920.97,1705663800,17,4,0
174,Amazon,7053.35,1710401400,13,3,0
89,Zomato,772.96,1707402600,20,3,0
16,Myntra,2804.27,1705055400,16,4,0
144,Zomato,100.84,1708183800,21,5,1
161,Amazon,673.16,1707960600,7,3,0
55,Myntra,3127.62,1707568200,18,5,1
107,Amazon,4691.81,1711337400,9,0,0
3,Zomato,264.92,1705732200,12,5,1
35,Amazon,7062.42,1704886200,17,2,0
179,Swiggy,595.4,1704940200,8,3,0
99,Myntra,2407.93,1710775800,21,0,0
128,Flipkart,384.85,1707971400,10,3,0
10,Amazon,7437.66,1706700600,17,2,0
177,Flipkart,3601.51,1710318600,14,2,0
120,Myntra,5010.87,1704940200,8,3,0
121,Swiggy,198.59,1709771400,6,3,0
80,Zomato,148.86,1711024200,18,3,0
121,Flipkart,4671.0,1710804600,5,1,0
